"Site","Monitor","Date","StartHour","Value","AppliesToNatl","AppliesToSt","CollectionMethod","QuantificationMethod"
3249,1,2008-07-29,0,7,1,1,"RP225","GRAV"
3249,1,2008-08-10,0,7,1,1,"RP225","GRAV"
3249,1,2008-08-16,0,14,1,1,"RP225","GRAV"
3249,1,2008-08-22,0,7,1,1,"RP225","GRAV"
3249,1,2008-08-26,0,7,1,1,"RP225","GRAV"
3249,1,2008-09-01,0,6,1,1,"RP225","GRAV"
3249,1,2008-09-09,0,6,1,1,"RP225","GRAV"
3249,1,2008-09-15,0,11,1,1,"RP225","GRAV"
3249,1,2008-09-21,0,4,1,1,"RP225","GRAV"
3249,1,2008-10-03,0,1,1,1,"RP225","GRAV"
3249,1,2008-10-09,0,9,1,1,"RP225","GRAV"
3249,1,2008-10-15,0,17,1,1,"RP225","GRAV"
3249,1,2008-10-21,0,9,1,1,"RP225","GRAV"
3249,1,2008-10-27,0,19,1,1,"RP225","GRAV"
3249,1,2008-11-08,0,9,1,1,"RP225","GRAV"
3249,1,2008-11-14,0,3,1,1,"RP225","GRAV"
3249,1,2008-11-18,0,11,1,1,"RP225","GRAV"
3249,1,2008-11-20,0,8,1,1,"RP225","GRAV"
3249,1,2008-11-22,0,23,1,1,"RP225","GRAV"
3249,1,2008-11-26,0,19,1,1,"RP225","GRAV"
3249,1,2008-12-02,0,16,1,1,"RP225","GRAV"
3249,1,2008-12-08,0,15,1,1,"RP225","GRAV"
3249,1,2008-12-14,0,5,1,1,"RP225","GRAV"
3249,1,2008-12-20,0,6,1,1,"RP225","GRAV"
3249,1,2008-12-26,0,7,1,1,"RP225","GRAV"
3249,1,2009-01-01,0,20,1,1,"RP225","GRAV"
3249,1,2009-01-07,0,22,1,1,"RP225","GRAV"
3249,1,2009-01-13,0,27,1,1,"RP225","GRAV"
3249,1,2009-01-19,0,10,1,1,"RP225","GRAV"
3249,1,2009-01-25,0,4,1,1,"RP225","GRAV"
3249,1,2009-01-31,0,14,1,1,"RP225","GRAV"
3249,1,2009-02-06,0,6,1,1,"RP225","GRAV"
3249,1,2009-02-12,0,3,1,1,"RP225","GRAV"
3249,1,2009-02-18,0,3,1,1,"RP225","GRAV"
3249,1,2009-02-24,0,1,1,1,"RP225","GRAV"
3249,1,2009-03-02,0,1,1,1,"RP225","GRAV"
3249,1,2009-03-08,0,3,1,1,"RP225","GRAV"
3249,1,2009-03-14,0,4,1,1,"RP225","GRAV"
3249,1,2009-03-20,0,5,1,1,"RP225","GRAV"
3249,1,2009-03-26,0,2,1,1,"RP225","GRAV"
3249,1,2009-04-01,0,4,1,1,"RP225","GRAV"
3249,1,2009-04-03,0,4,1,1,"RP225","GRAV"
3249,1,2009-04-04,0,4,1,1,"RP225","GRAV"
3249,1,2009-04-05,0,8,1,1,"RP225","GRAV"
3249,1,2009-04-06,0,6,1,1,"RP225","GRAV"
3249,1,2009-04-07,0,3,1,1,"RP225","GRAV"
3249,1,2009-04-13,0,3,1,1,"RP225","GRAV"
3249,1,2009-04-19,0,7,1,1,"RP225","GRAV"
3249,1,2009-04-25,0,5,1,1,"RP225","GRAV"
3249,1,2009-05-01,0,5,1,1,"RP225","GRAV"
3249,1,2009-05-07,0,3,1,1,"RP225","GRAV"
3249,1,2009-05-13,0,3,1,1,"RP225","GRAV"
3249,1,2009-05-19,0,4,1,1,"RP225","GRAV"
3249,1,2009-05-25,0,10,1,1,"RP225","GRAV"
3249,1,2009-05-31,0,4,1,1,"RP225","GRAV"
3249,1,2009-06-06,0,4,1,1,"RP225","GRAV"
3249,1,2009-06-12,0,4,1,1,"RP225","GRAV"
3249,1,2009-06-18,0,7,1,1,"RP225","GRAV"
3249,1,2009-06-24,0,9,1,1,"RP225","GRAV"
3249,1,2009-06-30,0,9,1,1,"RP225","GRAV"
3249,1,2009-07-06,0,5,1,1,"RP225","GRAV"
3249,1,2009-07-12,0,5,1,1,"RP225","GRAV"
3249,1,2009-07-18,0,6,1,1,"RP225","GRAV"
3249,1,2009-07-28,0,6,1,1,"RP225","GRAV"
3249,1,2009-07-30,0,3,1,1,"RP225","GRAV"
3249,1,2009-08-05,0,2,1,1,"RP225","GRAV"
3249,1,2009-08-11,0,5,1,1,"RP225","GRAV"
3249,1,2009-08-17,0,12,1,1,"RP225","GRAV"
3249,1,2009-08-20,0,4,1,1,"RP225","GRAV"
3249,1,2009-08-23,0,6,1,1,"RP225","GRAV"
3249,1,2009-08-29,0,5,1,1,"RP225","GRAV"
3249,1,2009-09-04,0,5,1,1,"RP225","GRAV"
3249,1,2009-09-10,0,9,1,1,"RP225","GRAV"
3249,1,2009-09-16,0,3,1,1,"RP225","GRAV"
3249,1,2009-09-22,0,12,1,1,"RP225","GRAV"
3249,1,2009-09-28,0,8,1,1,"RP225","GRAV"
3249,1,2009-10-04,0,2,1,1,"RP225","GRAV"
3249,1,2009-10-10,0,7,1,1,"RP225","GRAV"
3249,1,2009-10-16,0,3,1,1,"RP225","GRAV"
3249,1,2009-10-22,0,6,1,1,"RP225","GRAV"
3249,1,2009-10-28,0,2,1,1,"RP225","GRAV"
3249,1,2009-11-03,0,10,1,1,"RP225","GRAV"
3249,1,2009-11-09,0,11,1,1,"RP225","GRAV"
3249,1,2009-11-15,0,6,1,1,"RP225","GRAV"
3249,1,2009-11-21,0,3,1,1,"RP225","GRAV"
3249,1,2009-11-27,0,6,1,1,"RP225","GRAV"
3249,1,2009-12-09,0,27,1,1,"RP225","GRAV"
3249,1,2009-12-15,0,16,1,1,"RP225","GRAV"
3249,1,2009-12-21,0,14,1,1,"RP225","GRAV"
3249,1,2010-01-08,0,17,1,1,"RP225","GRAV"
3249,1,2010-01-12,0,14,1,1,"RP225","GRAV"
3249,1,2010-01-14,0,3,1,1,"RP225","GRAV"
3249,1,2010-01-20,0,1,1,1,"RP225","GRAV"
3249,1,2010-01-27,0,2,1,1,"RP225","GRAV"
3249,1,2010-02-01,0,11,1,1,"RP225","GRAV"
3249,1,2010-02-07,0,2,1,1,"RP225","GRAV"
3249,1,2010-02-13,0,4,1,1,"RP225","GRAV"
3249,1,2010-02-19,0,10,1,1,"RP225","GRAV"
3249,1,2010-02-25,0,2,1,1,"RP225","GRAV"
3249,1,2010-03-03,0,1,1,1,"RP225","GRAV"
3249,1,2010-03-09,0,1,1,1,"RP225","GRAV"
3249,1,2010-03-15,0,5,1,1,"RP225","GRAV"
3249,1,2010-03-21,0,4,1,1,"RP225","GRAV"
3249,1,2010-03-27,0,5,1,1,"RP225","GRAV"
3249,1,2010-04-08,0,4,1,1,"RP225","GRAV"
3249,1,2010-04-14,0,4,1,1,"RP225","GRAV"
3249,1,2010-04-20,0,1,1,1,"RP225","GRAV"
3249,1,2010-04-26,0,5,1,1,"RP225","GRAV"
3249,1,2010-05-02,0,2,1,1,"RP225","GRAV"
3249,1,2010-05-08,0,3,1,1,"RP225","GRAV"
3249,1,2010-05-14,0,6,1,1,"RP225","GRAV"
3249,1,2010-05-20,0,2,1,1,"RP225","GRAV"
3249,1,2010-05-26,0,2,1,1,"RP225","GRAV"
3249,1,2010-06-01,0,2,1,1,"RP225","GRAV"
3249,1,2010-06-07,0,3,1,1,"RP225","GRAV"
3249,1,2010-06-13,0,3,1,1,"RP225","GRAV"
3249,1,2010-06-19,0,4,1,1,"RP225","GRAV"
3249,1,2010-06-25,0,4,1,1,"RP225","GRAV"
3249,1,2010-07-01,0,6,1,1,"RP225","GRAV"
3249,1,2010-07-07,0,5,1,1,"RP225","GRAV"
3249,1,2010-07-14,0,5,1,1,"RP225","GRAV"
3249,1,2010-07-19,0,9,1,1,"RP225","GRAV"
3249,1,2010-07-25,0,4,1,1,"RP225","GRAV"
3249,1,2010-07-28,0,4,1,1,"RP225","GRAV"
3249,1,2010-07-31,0,5,1,1,"RP225","GRAV"
3249,1,2010-08-06,0,4,1,1,"RP225","GRAV"
3249,1,2010-08-12,0,4,1,1,"RP225","GRAV"
3249,1,2010-08-18,0,3,1,1,"RP225","GRAV"
3249,1,2010-08-24,0,7,1,1,"RP225","GRAV"
3249,1,2010-08-30,0,4,1,1,"RP225","GRAV"
3249,1,2010-09-05,0,5,1,1,"RP225","GRAV"
3249,1,2010-09-11,0,6,1,1,"RP225","GRAV"
3249,1,2010-09-17,0,2,1,1,"RP225","GRAV"
3249,1,2010-09-23,0,7,1,1,"RP225","GRAV"
3249,1,2010-09-29,0,7,1,1,"RP225","GRAV"
3249,1,2010-10-05,0,5,1,1,"RP225","GRAV"
3249,1,2010-10-11,0,7,1,1,"RP225","GRAV"
3249,1,2010-10-17,0,5,1,1,"RP225","GRAV"
3249,1,2010-10-23,0,3,1,1,"RP225","GRAV"
3249,1,2010-10-29,0,3,1,1,"RP225","GRAV"
3249,1,2010-11-04,0,8,1,1,"RP225","GRAV"
3249,1,2010-11-10,0,3,1,1,"RP225","GRAV"
3249,1,2010-11-16,0,6,1,1,"RP225","GRAV"
3249,1,2010-11-22,0,2,1,1,"RP225","GRAV"
3249,1,2010-11-28,0,3,1,1,"RP225","GRAV"
3249,1,2010-12-04,0,26,1,1,"RP225","GRAV"
3249,1,2010-12-10,0,18,1,1,"RP225","GRAV"
3249,1,2010-12-22,0,3,1,1,"RP225","GRAV"
3249,1,2010-12-28,0,9,1,1,"RP225","GRAV"
3249,1,2011-01-03,0,10,1,1,"RP225","GRAV"
3249,1,2011-01-09,0,6,1,1,"RP225","GRAV"
3249,1,2011-01-15,0,13,1,1,"RP225","GRAV"
3249,1,2011-01-21,0,14,1,1,"RP225","GRAV"
3249,1,2011-01-27,0,14,1,1,"RP225","GRAV"
3249,1,2011-02-02,0,3,1,1,"RP225","GRAV"
3249,1,2011-02-08,0,1,1,1,"RP225","GRAV"
3249,1,2011-02-14,0,3,1,1,"RP225","GRAV"
3249,1,2011-02-20,0,2,1,1,"RP225","GRAV"
3249,1,2011-02-26,0,2,1,1,"RP225","GRAV"
3249,1,2011-03-04,0,2,1,1,"RP225","GRAV"
3249,1,2011-03-10,0,2,1,1,"RP225","GRAV"
3249,1,2011-03-16,0,3,1,1,"RP225","GRAV"
3249,1,2011-03-22,0,1,1,1,"RP225","GRAV"
3249,1,2011-03-28,0,1,1,1,"RP225","GRAV"
3249,1,2011-04-03,0,1,1,1,"RP225","GRAV"
3249,1,2011-04-09,0,5,1,1,"RP225","GRAV"
3249,1,2011-04-15,0,6,1,1,"RP225","GRAV"
3249,1,2011-04-21,0,2,1,1,"RP225","GRAV"
3249,1,2011-04-27,0,4,1,1,"RP225","GRAV"
3249,1,2011-05-03,0,4,1,1,"RP225","GRAV"
3249,1,2011-05-09,0,2,1,1,"RP225","GRAV"
3249,1,2011-05-15,0,1,1,1,"RP225","GRAV"
3249,1,2011-05-21,0,6,1,1,"RP225","GRAV"
3249,1,2011-06-02,0,2,1,1,"RP225","GRAV"
3249,1,2011-06-08,0,6,1,1,"RP225","GRAV"
3249,1,2011-06-14,0,4,1,1,"RP225","GRAV"
3249,1,2011-06-20,0,3,1,1,"RP225","GRAV"
3249,1,2011-06-26,0,8,1,1,"RP225","GRAV"
3249,1,2011-07-02,0,6,1,1,"RP225","GRAV"
3249,1,2011-07-08,0,7,1,1,"RP225","GRAV"
3249,1,2011-07-14,0,4,1,1,"RP225","GRAV"
3249,1,2011-07-20,0,5,1,1,"RP225","GRAV"
3249,1,2011-07-26,0,7,1,1,"RP225","GRAV"
3249,1,2011-08-01,0,5,1,1,"RP225","GRAV"
3249,1,2011-08-07,0,5,1,1,"RP225","GRAV"
3249,1,2011-08-13,0,7,1,1,"RP225","GRAV"
3249,1,2011-08-19,0,7,1,1,"RP225","GRAV"
3249,1,2011-08-27,0,4,1,1,"RP225","GRAV"
3249,1,2011-08-31,0,7,1,1,"RP225","GRAV"
3249,1,2011-09-06,0,6,1,1,"RP225","GRAV"
3249,1,2011-09-12,0,8,1,1,"RP225","GRAV"
3249,1,2011-09-18,0,6,1,1,"RP225","GRAV"
3249,1,2011-09-24,0,4,1,1,"RP225","GRAV"
3249,1,2011-09-30,0,4,1,1,"RP225","GRAV"
3249,1,2011-10-08,0,5,1,1,"RP225","GRAV"
3249,1,2011-10-13,0,10,1,1,"RP225","GRAV"
3249,1,2011-10-18,0,7,1,1,"RP225","GRAV"
3249,1,2011-10-24,0,10,1,1,"RP225","GRAV"
3249,1,2011-10-30,0,16,1,1,"RP225","GRAV"
3249,1,2011-11-05,0,5,1,1,"RP225","GRAV"
3249,1,2011-11-29,0,8,1,1,"RP225","GRAV"
3249,1,2011-12-01,0,1,1,1,"RP225","GRAV"
3249,1,2011-12-05,0,6,1,1,"RP225","GRAV"
3249,1,2011-12-07,0,22,1,1,"RP225","GRAV"
3249,1,2011-12-11,0,20,1,1,"RP225","GRAV"
3249,1,2011-12-17,0,25,1,1,"RP225","GRAV"
3249,1,2011-12-23,0,21,1,1,"RP225","GRAV"
3249,1,2011-12-29,0,39,1,1,"RP225","GRAV"
3249,1,2012-01-04,0,12,1,1,"RP225","GRAV"
3249,1,2012-01-10,0,13,1,1,"RP225","GRAV"
3249,1,2012-01-16,0,10,1,1,"RP225","GRAV"
3249,1,2012-01-22,0,3,1,1,"RP225","GRAV"
3249,1,2012-01-28,0,7,1,1,"RP225","GRAV"
3249,1,2012-02-03,0,11,1,1,"RP225","GRAV"
3249,1,2012-02-09,0,6,1,1,"RP225","GRAV"
3249,1,2012-02-15,0,1,1,1,"RP225","GRAV"
3249,1,2012-02-21,0,7,1,1,"RP225","GRAV"
3249,1,2012-02-27,0,4,1,1,"RP225","GRAV"
3249,1,2012-03-04,0,4,1,1,"RP225","GRAV"
3249,1,2012-03-10,0,3,1,1,"RP225","GRAV"
3249,1,2012-03-16,0,1,1,1,"RP225","GRAV"
3249,1,2012-03-22,0,2,1,1,"RP225","GRAV"
3249,1,2012-03-28,0,4,1,1,"RP225","GRAV"
3249,1,2012-04-03,0,3,1,1,"RP225","GRAV"
3249,1,2012-04-09,0,5,1,1,"RP225","GRAV"
3249,1,2012-04-15,0,3,1,1,"RP225","GRAV"
3249,1,2012-04-21,0,6,1,1,"RP225","GRAV"
3249,1,2012-04-27,0,2,1,1,"RP225","GRAV"
3249,1,2012-05-03,0,2,1,1,"RP225","GRAV"
3249,1,2012-05-09,0,9,1,1,"RP225","GRAV"
3249,1,2012-05-15,0,6,1,1,"RP225","GRAV"
3249,1,2012-05-21,0,5,1,1,"RP225","GRAV"
3249,1,2012-05-27,0,4,1,1,"RP225","GRAV"
3249,1,2012-06-02,0,4,1,1,"RP225","GRAV"
3249,1,2012-06-08,0,3,1,1,"RP225","GRAV"
3249,1,2012-06-14,0,9,1,1,"RP225","GRAV"
3249,1,2012-06-20,0,4,1,1,"RP225","GRAV"
3249,1,2012-06-26,0,14,1,1,"RP225","GRAV"
3249,1,2012-07-02,0,7,1,1,"RP225","GRAV"
3249,1,2012-07-08,0,4,1,1,"RP225","GRAV"
3249,1,2012-07-11,0,12,1,1,"RP225","GRAV"
3249,1,2012-07-14,0,7,1,1,"RP225","GRAV"
3249,1,2012-07-20,0,5,1,1,"RP225","GRAV"
3249,1,2012-07-26,0,4,1,1,"RP225","GRAV"
3249,1,2012-08-01,0,7,1,1,"RP225","GRAV"
3249,1,2012-08-07,0,4,1,1,"RP225","GRAV"
3249,1,2012-08-13,0,7,1,1,"RP225","GRAV"
3249,1,2012-08-24,0,7,1,1,"RP225","GRAV"
3249,1,2012-08-30,0,9,1,1,"RP225","GRAV"
3249,1,2012-09-06,0,6,1,1,"RP225","GRAV"
3249,1,2012-09-12,0,9,1,1,"RP225","GRAV"
3249,1,2012-09-18,0,6,1,1,"RP225","GRAV"
3249,1,2012-09-20,0,7,1,1,"RP225","GRAV"
3249,1,2012-09-24,0,7,1,1,"RP225","GRAV"
3249,1,2012-09-30,0,9,1,1,"RP225","GRAV"
3249,1,2012-10-06,0,3,1,1,"RP225","GRAV"
3249,1,2012-10-12,0,5,1,1,"RP225","GRAV"
3249,1,2012-10-18,0,7,1,1,"RP225","GRAV"
3249,1,2012-10-24,0,2,1,1,"RP225","GRAV"
3249,1,2012-10-30,0,8,1,1,"RP225","GRAV"
3249,1,2012-11-05,0,12,1,1,"RP225","GRAV"
3249,1,2012-11-11,0,14,1,1,"RP225","GRAV"
3249,1,2012-11-22,0,1,1,1,"RP225","GRAV"
3249,1,2012-11-29,0,5,1,1,"RP225","GRAV"
3249,1,2012-12-05,0,4,1,1,"RP225","GRAV"
3249,1,2012-12-11,0,14,1,1,"RP225","GRAV"
3249,1,2012-12-13,0,3,1,1,"RP225","GRAV"
3249,1,2012-12-17,0,7,1,1,"RP225","GRAV"
3249,1,2012-12-23,0,3,1,1,"RP225","GRAV"
3249,1,2012-12-29,0,3,1,1,"RP225","GRAV"
3249,1,2013-01-04,0,14,1,1,"RP225","GRAV"
3249,1,2013-01-10,0,4,1,1,"RP225","GRAV"
3249,1,2013-01-16,0,22,1,1,"RP225","GRAV"
3249,1,2013-01-22,0,10,1,1,"RP225","GRAV"
3249,1,2013-01-28,0,2,1,1,"RP225","GRAV"
3249,1,2013-02-03,0,10,1,1,"RP225","GRAV"
3249,1,2013-02-09,0,2,1,1,"RP225","GRAV"
3249,1,2013-02-15,0,9,1,1,"RP225","GRAV"
3249,1,2013-02-21,0,4,1,1,"RP225","GRAV"
3249,1,2013-02-27,0,4,1,1,"RP225","GRAV"
3249,1,2013-03-05,0,3,1,1,"RP225","GRAV"
3249,1,2013-03-11,0,6,1,1,"RP225","GRAV"
3249,1,2013-03-17,0,2,1,1,"RP225","GRAV"
3249,1,2013-03-23,0,3,1,1,"RP225","GRAV"
3249,1,2013-03-29,0,3,1,1,"RP225","GRAV"
3249,1,2013-04-04,0,1,1,1,"RP225","GRAV"
3249,1,2013-04-10,0,3,1,1,"RP225","GRAV"
3249,1,2013-04-16,0,1,1,1,"RP225","GRAV"
3249,1,2013-04-22,0,6,1,1,"RP225","GRAV"
3249,1,2013-04-28,0,7,1,1,"RP225","GRAV"
3249,1,2013-05-04,0,7,1,1,"RP225","GRAV"
3249,1,2013-05-10,0,5,1,1,"RP225","GRAV"
3249,1,2013-05-16,0,3,1,1,"RP225","GRAV"
3249,1,2013-05-22,0,3,1,1,"RP225","GRAV"
3249,1,2013-05-28,0,2,1,1,"RP225","GRAV"
3249,1,2013-06-03,0,6,1,1,"RP225","GRAV"
3249,1,2013-06-09,0,3,1,1,"RP225","GRAV"
3249,1,2013-06-15,0,7,1,1,"RP225","GRAV"
3249,1,2013-06-21,0,3,1,1,"RP225","GRAV"
3249,1,2013-06-27,0,3,1,1,"RP225","GRAV"
3249,1,2013-07-03,0,6,1,1,"RP225","GRAV"
3249,1,2013-07-09,0,5,1,1,"RP225","GRAV"
3249,1,2013-07-15,0,3,1,1,"RP225","GRAV"
3249,1,2013-07-21,0,7,1,1,"RP225","GRAV"
3249,1,2013-07-27,0,4,1,1,"RP225","GRAV"
3249,1,2013-08-02,0,8,1,1,"RP225","GRAV"
3249,1,2013-08-08,0,3,1,1,"RP225","GRAV"
3249,1,2013-08-14,0,6,1,1,"RP225","GRAV"
3249,1,2013-08-20,0,9,1,1,"RP225","GRAV"
3249,1,2013-08-28,0,2,1,1,"RP225","GRAV"
3249,1,2013-09-01,0,2,1,1,"RP225","GRAV"
3249,1,2013-09-07,0,6,1,1,"RP225","GRAV"
3249,1,2013-09-13,0,4,1,1,"RP225","GRAV"
3249,1,2013-09-19,0,7,1,1,"RP225","GRAV"
3249,1,2013-09-25,0,1,1,1,"RP225","GRAV"
3249,1,2013-10-01,0,7,1,1,"RP225","GRAV"
3249,1,2013-10-13,0,3,1,1,"RP225","GRAV"
3249,1,2013-10-25,0,12,1,1,"RP225","GRAV"
3249,1,2013-10-31,0,13,1,1,"RP225","GRAV"
3249,1,2013-11-06,0,10,1,1,"RP225","GRAV"
3249,1,2013-11-12,0,19,1,1,"RP225","GRAV"
3249,1,2013-11-30,0,9,1,1,"RP225","GRAV"
3249,1,2013-12-06,0,17,1,1,"RP225","GRAV"
3249,1,2013-12-12,0,15,1,1,"RP225","GRAV"
3249,1,2013-12-18,0,10,1,1,"RP225","GRAV"
3249,1,2013-12-24,0,19,1,1,"RP225","GRAV"
3249,1,2013-12-30,0,22,1,1,"RP225","GRAV"
3249,1,2014-01-05,0,6,1,1,"RP225","GRAV"
3249,1,2014-01-11,0,11,1,1,"RP225","GRAV"
3249,1,2014-01-22,0,12,1,1,"RP225","GRAV"
3249,1,2014-01-24,0,11,1,1,"RP225","GRAV"
3249,1,2014-02-04,0,8,1,1,"RP225","GRAV"
3249,1,2014-02-10,0,1,1,1,"RP225","GRAV"
3249,1,2014-02-16,0,2,1,1,"RP225","GRAV"
3249,1,2014-02-26,0,5,1,1,"RP225","GRAV"
3249,1,2014-02-28,0,2,1,1,"RP225","GRAV"
3249,1,2014-03-06,0,2,1,1,"RP225","GRAV"
3249,1,2014-03-12,0,1,1,1,"RP225","GRAV"
3249,1,2014-03-18,0,1,1,1,"RP225","GRAV"
3249,1,2014-03-24,0,8,1,1,"RP225","GRAV"
3249,1,2014-03-30,0,2,1,1,"RP225","GRAV"
3249,1,2014-04-05,0,2,1,1,"RP225","GRAV"
3249,1,2014-04-11,0,7,1,1,"RP225","GRAV"
3249,1,2014-04-17,0,5,1,1,"RP225","GRAV"
3249,1,2014-04-23,0,2,1,1,"RP225","GRAV"
3249,1,2014-04-29,0,6,1,1,"RP225","GRAV"
3249,1,2014-05-05,0,2,1,1,"RP225","GRAV"
3249,1,2014-05-07,0,6,1,1,"RP225","GRAV"
3249,1,2014-05-11,0,2,1,1,"RP225","GRAV"
3249,1,2014-05-17,0,6,1,1,"RP225","GRAV"
3249,1,2014-05-23,0,5,1,1,"RP225","GRAV"
3249,1,2014-05-29,0,3,1,1,"RP225","GRAV"
3249,1,2014-06-04,0,7,1,1,"RP225","GRAV"
3249,1,2014-06-10,0,7,1,1,"RP225","GRAV"
3249,1,2014-06-16,0,4,1,1,"RP225","GRAV"
3249,1,2014-06-22,0,7,1,1,"RP225","GRAV"
3249,1,2014-06-28,0,3,1,1,"RP225","GRAV"
3249,1,2014-07-10,0,3,1,1,"RP225","GRAV"
3249,1,2014-07-16,0,4,1,1,"RP225","GRAV"
3249,1,2014-07-22,0,2,1,1,"RP225","GRAV"
3249,1,2014-07-28,0,5,1,1,"RP225","GRAV"
3249,1,2014-08-03,0,6,1,1,"RP225","GRAV"
3249,1,2014-08-09,0,12,1,1,"RP225","GRAV"
3249,1,2014-08-15,0,7,1,1,"RP225","GRAV"
3249,1,2014-08-21,0,5,1,1,"RP225","GRAV"
3249,1,2014-08-27,0,7,1,1,"RP225","GRAV"
3249,1,2014-09-02,0,10,1,1,"RP225","GRAV"
3249,1,2014-09-08,0,9,1,1,"RP225","GRAV"
3249,1,2014-09-14,0,6,1,1,"RP225","GRAV"
3249,1,2014-09-24,0,1,1,1,"RP225","GRAV"
3249,1,2014-09-30,0,6,1,1,"RP225","GRAV"
3249,1,2014-10-02,0,8,1,1,"RP225","GRAV"
3249,1,2014-10-08,0,7,1,1,"RP225","GRAV"
3249,1,2014-10-14,0,6,1,1,"RP225","GRAV"
3249,1,2014-10-26,0,1,1,1,"RP225","GRAV"
3249,1,2014-11-01,0,2,1,1,"RP225","GRAV"
3249,1,2014-11-07,0,14,1,1,"RP225","GRAV"
3249,1,2014-11-13,0,11,1,1,"RP225","GRAV"
3249,1,2014-11-19,0,12,1,1,"RP225","GRAV"
3249,1,2014-11-25,0,13,1,1,"RP225","GRAV"
3249,1,2014-12-01,0,3,1,1,"RP225","GRAV"
3249,1,2014-12-07,0,4,1,1,"RP225","GRAV"
3249,1,2014-12-25,0,1,1,1,"RP225","GRAV"
3249,1,2014-12-31,0,3,1,1,"RP225","GRAV"
3783,1,2012-05-04,0,2,1,1,"RP2K","GRAV"
3783,1,2012-05-09,0,7,1,1,"RP2K","GRAV"
3783,1,2012-05-15,0,8,1,1,"RP2K","GRAV"
3783,1,2012-05-21,0,7,1,1,"RP2K","GRAV"
3783,1,2012-05-27,0,4,1,1,"RP2K","GRAV"
3783,1,2012-06-06,0,2,1,1,"RP2K","GRAV"
3783,1,2012-06-08,0,2,1,1,"RP2K","GRAV"
3783,1,2012-06-14,0,4,1,1,"RP2K","GRAV"
3783,1,2012-06-20,0,3,1,1,"RP2K","GRAV"
3783,1,2012-06-26,0,2,1,1,"RP2K","GRAV"
3783,1,2012-07-02,0,4,1,1,"RP2K","GRAV"
3783,1,2012-07-08,0,6,1,1,"RP2K","GRAV"
3783,1,2012-07-14,0,9,1,1,"RP2K","GRAV"
3783,1,2012-07-20,0,4,1,1,"RP2K","GRAV"
3783,1,2012-07-26,0,7,1,1,"RP2K","GRAV"
3783,1,2012-08-01,0,8,1,1,"RP2K","GRAV"
3783,1,2012-08-07,0,8,1,1,"RP2K","GRAV"
3783,1,2012-08-13,0,9,1,1,"RP2K","GRAV"
3783,1,2012-08-19,0,6,1,1,"RP2K","GRAV"
3783,1,2012-08-25,0,9,1,1,"RP2K","GRAV"
3783,1,2012-08-31,0,10,1,1,"RP2K","GRAV"
3783,1,2012-09-06,0,7,1,1,"RP2K","GRAV"
3783,1,2012-09-12,0,9,1,1,"RP2K","GRAV"
3783,1,2012-09-18,0,7,1,1,"RP2K","GRAV"
3783,1,2012-09-24,0,6,1,1,"RP2K","GRAV"
3783,1,2012-10-06,0,8,1,1,"RP225","GRAV"
3783,1,2012-10-09,0,4,1,1,"RP225","GRAV"
3783,1,2012-10-12,0,6,1,1,"RP225","GRAV"
3783,1,2012-10-15,0,8,1,1,"RP225","GRAV"
3783,1,2012-10-18,0,6,1,1,"RP225","GRAV"
3783,1,2012-10-23,0,1,1,1,"RP2K","GRAV"
3783,1,2012-10-27,0,3,1,1,"RP225","GRAV"
3783,1,2012-10-30,0,4,1,1,"RP225","GRAV"
3783,1,2012-11-02,0,7,1,1,"RP225","GRAV"
3783,1,2012-11-05,0,8,1,1,"RP225","GRAV"
3783,1,2012-11-08,0,9,1,1,"RP225","GRAV"
3783,1,2012-11-11,0,17,1,1,"RP225","GRAV"
3783,1,2012-11-14,0,13,1,1,"RP225","GRAV"
3783,1,2012-11-17,0,4,1,1,"RP225","GRAV"
3783,1,2012-11-20,0,4,1,1,"RP225","GRAV"
3783,1,2012-11-23,0,17,1,1,"RP225","GRAV"
3783,1,2012-11-26,0,22,1,1,"RP225","GRAV"
3783,1,2012-11-29,0,3,1,1,"RP225","GRAV"
3783,1,2012-12-02,0,2,1,1,"RP225","GRAV"
3783,1,2012-12-05,0,4,1,1,"RP225","GRAV"
3783,1,2012-12-08,0,10,1,1,"RP225","GRAV"
3783,1,2012-12-11,0,20,1,1,"RP225","GRAV"
3783,1,2012-12-17,0,6,1,1,"RP225","GRAV"
3783,1,2012-12-20,0,4,1,1,"RP225","GRAV"
3783,1,2012-12-23,0,2,1,1,"RP225","GRAV"
3783,1,2012-12-26,0,9,1,1,"RP225","GRAV"
3783,1,2012-12-29,0,11,1,1,"RP225","GRAV"
3783,1,2013-01-10,0,16,1,1,"RP225","GRAV"
3783,1,2013-01-11,0,18,1,1,"RP225","GRAV"
3783,1,2013-01-12,0,18,1,1,"RP225","GRAV"
3783,1,2013-01-13,0,20,1,1,"RP225","GRAV"
3783,1,2013-01-14,0,12,1,1,"RP225","GRAV"
3783,1,2013-01-15,0,23,1,1,"RP225","GRAV"
3783,1,2013-01-16,0,29,1,1,"RP225","GRAV"
3783,1,2013-01-17,0,31,1,1,"RP225","GRAV"
3783,1,2013-01-18,0,20,1,1,"RP225","GRAV"
3783,1,2013-01-19,0,22,1,1,"RP225","GRAV"
3783,1,2013-01-20,0,19,1,1,"RP225","GRAV"
3783,1,2013-01-21,0,21,1,1,"RP225","GRAV"
3783,1,2013-01-22,0,27,1,1,"RP225","GRAV"
